Image Name,PNG Size,CRDR Beta 0.0,CRDR Beta 0.64,CRDR Beta 1.28,CRDR Beta 2.56,CRDR Beta 3.84,CRDR Beta 5.12,HiFiC-Med,Hyperprior,JPEG Quality 70,JPEG Quality 50,MRIC Beta 0.0,MRIC Beta 2.56
0648.png,4659092.0,3790396.0,4149084.0,4217991.0,4410956.0,4618575.0,4814445.0,4338367.0,3426009.0,3971992.0,3536165.0,4429586.0,5273099.0
0649.png,5559049.0,4827834.0,5052128.0,5100273.0,5242335.0,5411736.0,5586534.0,5228812.0,4536358.0,5349959.0,5216469.0,4863216.0,5472290.0
0650.png,2816525.0,2303898.0,2517814.0,2563094.0,2694231.0,2843710.0,3003638.0,3147644.0,2174015.0,2487011.0,2258229.0,3187962.0,3576259.0
0651.png,4195732.0,3510260.0,3688440.0,3732491.0,3874863.0,4040480.0,4210868.0,3904516.0,3369582.0,3905853.0,3701889.0,3900687.0,4331700.0
0652.png,4163222.0,3106204.0,3614222.0,3698065.0,3912603.0,4132235.0,4338416.0,3857269.0,2847115.0,3101621.0,2645210.0,4093760.0,4812031.0
0653.png,6849832.0,6177743.0,6388957.0,6453585.0,6624373.0,6823562.0,7025558.0,6234809.0,5653078.0,6607253.0,6245121.0,6510918.0,7694011.0
0654.png,3805249.0,2509490.0,3011321.0,3086715.0,3289655.0,3500002.0,3703764.0,3284852.0,2292631.0,2216180.0,1930055.0,3659131.0,4219245.0
0655.png,4475548.0,3332438.0,3835638.0,3920558.0,4158191.0,4418896.0,4640665.0,4072790.0,3014902.0,3230235.0,2773333.0,4105355.0,4851787.0
0656.png,4382390.0,3350020.0,3753066.0,3814313.0,4005539.0,4238183.0,4456096.0,4040242.0,3277301.0,3529065.0,3241957.0,4527451.0,4976998.0
0657.png,5758164.0,4877237.0,5234168.0,5304451.0,5483361.0,5663861.0,5855034.0,5386260.0,4627682.0,4945631.0,4373329.0,5225409.0,5908092.0
0658.png,3583634.0,3009133.0,3313517.0,3365823.0,3526678.0,3728267.0,3964578.0,3613965.0,2849403.0,2704359.0,2457819.0,4320895.0,4782322.0
0659.png,6179149.0,5655652.0,5803177.0,5846698.0,5951702.0,6058193.0,6156839.0,5448378.0,5073515.0,5979017.0,5677594.0,5893160.0,6820077.0
0660.png,4146620.0,3137665.0,3512615.0,3584096.0,3779307.0,3953708.0,4136116.0,3760602.0,2885625.0,3112430.0,2729665.0,4021265.0,4520121.0
0661.png,3714398.0,2874586.0,3146166.0,3179124.0,3271221.0,3376491.0,3482221.0,3496531.0,2688135.0,2710014.0,2398679.0,4039651.0,4535990.0
0662.png,3726705.0,2761022.0,3238652.0,3326984.0,3559119.0,3786371.0,4005167.0,3452559.0,2179661.0,2549852.0,2042298.0,3389976.0,4344550.0
0663.png,4505445.0,3644943.0,4158500.0,4234561.0,4421259.0,4585805.0,4744991.0,4281493.0,3199006.0,3354770.0,2829386.0,4492299.0,5243577.0
0664.png,5424658.0,4082971.0,4580035.0,4670763.0,4924389.0,5171575.0,5388844.0,4928134.0,3530715.0,4190594.0,3532890.0,4605407.0,5678894.0
0665.png,4363870.0,3343091.0,3765816.0,3845342.0,4072752.0,4301053.0,4504982.0,3935730.0,2960164.0,2861858.0,2524602.0,3956261.0,4902694.0
0666.png,2382056.0,2124900.0,2486617.0,2529715.0,2666988.0,2815400.0,2947135.0,2729370.0,1897720.0,1670585.0,1497177.0,3037743.0,3313749.0
0667.png,4659698.0,3916817.0,4179442.0,4232751.0,4390563.0,4575836.0,4762802.0,4271256.0,3647371.0,3663021.0,3349545.0,4719096.0,5504812.0
0668.png,4725258.0,3932347.0,4198704.0,4252391.0,4409032.0,4590851.0,4767651.0,4303894.0,3633953.0,3859446.0,3481206.0,4813895.0,5577089.0
0669.png,5214571.0,4038021.0,4469131.0,4545915.0,4778220.0,5038859.0,5259011.0,4871570.0,3720034.0,4533132.0,4214486.0,4268383.0,5006479.0
0670.png,3727746.0,2995036.0,3370737.0,3434581.0,3613767.0,3799548.0,3995041.0,3603245.0,2822065.0,3044190.0,2764291.0,4028886.0,4506774.0
0671.png,6549787.0,6091385.0,6217402.0,6256835.0,6360213.0,6476345.0,6577442.0,5902816.0,5572457.0,6305300.0,6004964.0,6205900.0,7217960.0
0672.png,4360649.0,3378380.0,3745216.0,3811993.0,4006991.0,4214552.0,4428974.0,4001491.0,3195161.0,3265846.0,2903398.0,4584050.0,5283716.0
0673.png,3198945.0,2650757.0,2992336.0,3049795.0,3222264.0,3404888.0,3575956.0,3198167.0,2492911.0,2098043.0,1853113.0,3512563.0,3899486.0
0674.png,3665303.0,2865609.0,3245245.0,3307053.0,3483117.0,3665027.0,3868252.0,3562360.0,2791444.0,2793152.0,2476760.0,4040872.0,4389568.0
0675.png,4131644.0,3209094.0,3579622.0,3648134.0,3838555.0,4044528.0,4242576.0,3661352.0,2801341.0,2978551.0,2589157.0,4070196.0,4916608.0
0676.png,4583115.0,3939027.0,4211395.0,4255708.0,4370295.0,4492834.0,4608435.0,4086789.0,3510395.0,3710192.0,3431397.0,4782741.0,5524360.0
0677.png,3322959.0,2352728.0,2851612.0,2913438.0,3068863.0,3217554.0,3393512.0,3147221.0,2134630.0,1996912.0,1733064.0,3459249.0,3866744.0
0678.png,5138853.0,3849020.0,4387378.0,4484249.0,4729628.0,4989555.0,5246969.0,4516816.0,3238713.0,3267568.0,2828369.0,4264289.0,5353786.0
0679.png,4361745.0,3355662.0,3873592.0,3967082.0,4232798.0,4510428.0,4771311.0,4175582.0,3044477.0,3280253.0,2867077.0,4181188.0,4942190.0
0680.png,3939835.0,2824262.0,3388032.0,3467036.0,3657234.0,3847732.0,4044188.0,3611280.0,2527622.0,2722874.0,2224534.0,3509344.0,4143667.0
0681.png,5132343.0,4368774.0,4611022.0,4667299.0,4825764.0,5012731.0,5213077.0,4715625.0,4060567.0,4166015.0,3754577.0,4845669.0,5740015.0
0682.png,4385066.0,4326889.0,4590826.0,4639496.0,4761688.0,4888411.0,5012618.0,4518033.0,3931284.0,4141082.0,3575685.0,4876425.0,5871447.0
0683.png,4352903.0,3416903.0,3800438.0,3874098.0,4079910.0,4293773.0,4479632.0,4008742.0,3131202.0,3519396.0,3140696.0,4310170.0,4991741.0
0684.png,4939895.0,4055620.0,4381291.0,4441097.0,4612902.0,4822661.0,5039007.0,4549944.0,3737966.0,4052278.0,3734609.0,4931637.0,5859743.0
0685.png,3425043.0,2661198.0,2977473.0,3035023.0,3184347.0,3324621.0,3457689.0,3103071.0,2506797.0,2773073.0,2515705.0,3436391.0,4038660.0
0686.png,5557929.0,4835457.0,5075197.0,5129534.0,5285024.0,5468451.0,5657293.0,5084618.0,4469465.0,4901589.0,4546756.0,5301026.0,6313975.0
0687.png,5167474.0,4146333.0,4484387.0,4550202.0,4723260.0,4890553.0,5055671.0,4686720.0,3972885.0,4527505.0,4200568.0,4673335.0,5106514.0
0688.png,3644925.0,2427628.0,2983025.0,3053465.0,3219040.0,3383201.0,3555541.0,3377678.0,2236030.0,2351431.0,1921223.0,3515059.0,3995502.0
0689.png,3730476.0,2468350.0,2971014.0,3034219.0,3213662.0,3389612.0,3551393.0,3205665.0,2187183.0,2050684.0,1725042.0,3582771.0,3897929.0
0690.png,4498839.0,3482112.0,4034192.0,4117570.0,4327551.0,4558008.0,4747076.0,4281419.0,3205071.0,3628373.0,3272478.0,4249905.0,5188425.0
0691.png,4004860.0,3191984.0,3511039.0,3570348.0,3739892.0,3921169.0,4103320.0,3547644.0,2809185.0,2988618.0,2515370.0,4089385.0,4975701.0
0692.png,3656247.0,2660056.0,3282558.0,3359937.0,3560006.0,3745954.0,3938865.0,3464262.0,2238225.0,2199321.0,1788528.0,3769892.0,4488307.0
0693.png,4789106.0,4112362.0,4621933.0,4691834.0,4868070.0,5051341.0,5237378.0,4821073.0,3850760.0,4229859.0,3884593.0,4669270.0,5209817.0
0694.png,4949419.0,4057380.0,4342708.0,4402941.0,4576972.0,4769563.0,4951499.0,4378707.0,3683255.0,4096675.0,3665032.0,4556368.0,5408992.0
0695.png,3251946.0,2224574.0,2925847.0,3019152.0,3269504.0,3525946.0,3746484.0,3234862.0,2035752.0,1959300.0,1534920.0,3544032.0,4068679.0
0696.png,3448449.0,2405992.0,2931107.0,3006433.0,3202149.0,3369369.0,3522446.0,3126697.0,2103116.0,2108698.0,1727168.0,3419480.0,3807320.0
0697.png,4400963.0,3704016.0,4030080.0,4090271.0,4253818.0,4418714.0,4570362.0,4079804.0,3341669.0,3530119.0,3110692.0,4475375.0,5252427.0
0698.png,4088209.0,3063098.0,3964999.0,4079097.0,4352518.0,4551340.0,4727438.0,4360794.0,2827921.0,2786527.0,2270888.0,4425972.0,5043929.0
0699.png,4689304.0,3394202.0,3961577.0,4048981.0,4293772.0,4552437.0,4831201.0,4314072.0,3046618.0,3023636.0,2582485.0,4741744.0,5487727.0
0700.png,7821509.0,7003328.0,7315809.0,7390863.0,7586870.0,7771035.0,7940033.0,6985094.0,6265389.0,6972337.0,6607677.0,6992307.0,8003382.0
0701.png,5302020.0,4860821.0,5064560.0,5112930.0,5244774.0,5397186.0,5569117.0,5081391.0,4610811.0,5032920.0,4765891.0,5587963.0,6270680.0
0702.png,3348694.0,2639271.0,2965146.0,3033085.0,3230136.0,3419753.0,3594689.0,3141467.0,2413687.0,2539228.0,2210777.0,3655602.0,4053948.0
0703.png,3823642.0,3014904.0,3353589.0,3419972.0,3625165.0,3869814.0,4125288.0,3674728.0,2782565.0,2313013.0,2013489.0,4133243.0,4841798.0
0704.png,3568270.0,2472763.0,2988026.0,3058687.0,3241622.0,3411406.0,3583095.0,3242126.0,2349170.0,2206001.0,1881921.0,3713233.0,4162056.0
0705.png,4120482.0,3079558.0,3809879.0,3915595.0,4175916.0,4400917.0,4602114.0,4137855.0,2705883.0,3183196.0,2581451.0,4137706.0,5025833.0
0706.png,4994909.0,4461714.0,4703235.0,4755522.0,4898656.0,5057486.0,5218388.0,4598890.0,3917253.0,4361783.0,3997474.0,5095718.0,6115918.0
0707.png,3608432.0,2584723.0,3021147.0,3086839.0,3259481.0,3430681.0,3603824.0,3144276.0,2334409.0,2224057.0,1930805.0,3669041.0,4158313.0
0708.png,4087006.0,2913654.0,3500341.0,3589150.0,3815528.0,4036089.0,4241602.0,3777338.0,2616635.0,2870905.0,2527085.0,3848303.0,4533248.0
0709.png,3887284.0,3095102.0,3416005.0,3477379.0,3657513.0,3837209.0,4019418.0,3583508.0,2848078.0,3070745.0,2700456.0,4014439.0,4609167.0
0710.png,3572869.0,3041520.0,3245506.0,3289766.0,3405577.0,3525922.0,3629325.0,3197736.0,2655491.0,3184693.0,2920459.0,3242959.0,3992740.0
0711.png,4834130.0,4344952.0,4597017.0,4649674.0,4811705.0,4996009.0,5204974.0,4857892.0,4214084.0,4674203.0,4440813.0,4906902.0,5410428.0
0712.png,6731571.0,5803829.0,6097042.0,6177773.0,6398178.0,6656227.0,6932991.0,6207816.0,5383556.0,6218910.0,5787137.0,5881309.0,6922802.0
0713.png,3525982.0,2743878.0,3137822.0,3200776.0,3372107.0,3530056.0,3722712.0,3280888.0,2327133.0,2339315.0,2045984.0,3874359.0,4424993.0
0714.png,4199341.0,3259742.0,3652924.0,3721916.0,3924102.0,4158269.0,4401935.0,3963471.0,2874297.0,2749939.0,2427582.0,3936811.0,4565808.0
0715.png,4695811.0,3737627.0,4109867.0,4177215.0,4352132.0,4543785.0,4733034.0,4263605.0,3356947.0,3797229.0,3387659.0,4514748.0,5242849.0
0716.png,6513338.0,5145336.0,5647507.0,5745869.0,6007987.0,6293696.0,6566803.0,5841578.0,4828082.0,4678482.0,4089544.0,5728682.0,6404238.0
0717.png,3312893.0,3152468.0,3562938.0,3612378.0,3753767.0,3892639.0,4014617.0,3654010.0,2751082.0,2377996.0,2124076.0,4188952.0,4696589.0
0718.png,2264268.0,2568876.0,2706148.0,2728097.0,2821170.0,2945811.0,3073124.0,2983398.0,2093025.0,2232983.0,2133383.0,3433300.0,3716018.0
0719.png,4326840.0,3540960.0,3949731.0,4020415.0,4197642.0,4379665.0,4588071.0,4132026.0,2991994.0,2968421.0,2628932.0,4529653.0,5099821.0
0720.png,3246362.0,2835196.0,3156991.0,3206718.0,3359736.0,3531511.0,3725268.0,3361147.0,2554180.0,2490652.0,2297294.0,4006632.0,4464902.0
0721.png,4476471.0,3531680.0,3914523.0,3985865.0,4192167.0,4415369.0,4628662.0,4115275.0,3178172.0,3143454.0,2797342.0,4136404.0,5030961.0
0722.png,3807989.0,2637064.0,3295493.0,3368593.0,3578012.0,3787056.0,3969243.0,3469115.0,2331363.0,2027426.0,1597346.0,3634520.0,4226104.0
0723.png,4748210.0,3793238.0,4124885.0,4189824.0,4367001.0,4551796.0,4712069.0,4283187.0,3463315.0,3992954.0,3539746.0,4493887.0,5304157.0
0724.png,4770832.0,3552324.0,3980875.0,4063034.0,4304118.0,4555245.0,4758780.0,4265882.0,3242134.0,3450568.0,2992928.0,4333858.0,5127692.0
0725.png,5032480.0,3735102.0,4252668.0,4338242.0,4567153.0,4796459.0,5003934.0,4480743.0,3107008.0,3388371.0,3074705.0,4071127.0,5568118.0
0726.png,3352814.0,2192106.0,2728863.0,2802585.0,2979596.0,3151399.0,3312090.0,2917232.0,1890480.0,1668112.0,1295835.0,2954973.0,3475859.0
0727.png,3369271.0,2432486.0,2881199.0,2948545.0,3128343.0,3309144.0,3467506.0,3176818.0,2311346.0,2244479.0,1992804.0,3535851.0,3850648.0
0728.png,4157453.0,3473525.0,3884794.0,3951058.0,4117145.0,4268494.0,4431167.0,3828062.0,3069692.0,2936841.0,2568612.0,4436348.0,5051083.0
0729.png,5773557.0,5021028.0,5307478.0,5366223.0,5520997.0,5670177.0,5822203.0,5225026.0,4512553.0,4624448.0,3890489.0,5339954.0,6487184.0
0730.png,5102722.0,4375459.0,4609206.0,4662539.0,4809248.0,4979695.0,5168468.0,4692321.0,4108814.0,4706367.0,4458349.0,4970974.0,5695753.0
0731.png,4373458.0,3237797.0,3722937.0,3792949.0,3984050.0,4194929.0,4402696.0,3954090.0,3044104.0,3166598.0,2829253.0,4213623.0,4768991.0
0732.png,5451168.0,4727298.0,5234132.0,5308981.0,5488437.0,5681604.0,5883811.0,5249312.0,4187537.0,4275168.0,3595878.0,4803457.0,5806002.0
0733.png,3550131.0,2280261.0,2913582.0,3000197.0,3216020.0,3425333.0,3601364.0,3239309.0,2095581.0,2305047.0,1845287.0,3624295.0,4162419.0
0734.png,3609003.0,3392719.0,3729725.0,3788252.0,3936748.0,4075389.0,4231751.0,3895061.0,3212182.0,3378154.0,3099883.0,4321917.0,4769345.0
0735.png,4236151.0,2930854.0,3584512.0,3689980.0,3977419.0,4255173.0,4521040.0,3990180.0,2419350.0,2828744.0,2323690.0,3532817.0,4355443.0
0736.png,4723195.0,2587021.0,3523553.0,3648996.0,3971340.0,4268229.0,4519675.0,3906489.0,2136158.0,2448161.0,1839412.0,3555507.0,4552159.0
0737.png,3313567.0,2605948.0,2936385.0,2990203.0,3149201.0,3313015.0,3500095.0,3105258.0,2328842.0,2229704.0,1993988.0,3765894.0,4201160.0
0738.png,3886247.0,2514805.0,3106616.0,3190355.0,3394874.0,3565462.0,3746703.0,3320564.0,2166933.0,2109282.0,1710789.0,3705187.0,4390702.0
0739.png,5309151.0,4693485.0,4887064.0,4932807.0,5062392.0,5218583.0,5384026.0,4905277.0,4374970.0,4876136.0,4585322.0,5163455.0,5942991.0
0740.png,4820482.0,3980117.0,4330475.0,4393286.0,4571718.0,4766687.0,4958454.0,4369073.0,3540738.0,3740307.0,3226168.0,4384193.0,5322372.0
0741.png,3707926.0,2528909.0,3274658.0,3361334.0,3563634.0,3748143.0,3960616.0,3502410.0,1986956.0,2450913.0,1886303.0,3540879.0,4286563.0
0742.png,4613929.0,3488985.0,4024642.0,4098326.0,4273344.0,4439024.0,4620998.0,4052339.0,3230191.0,3572900.0,3044829.0,4613021.0,5324275.0
0743.png,5554679.0,4251116.0,4670841.0,4785170.0,5074706.0,5390102.0,5649990.0,4638327.0,2454551.0,4005741.0,3111280.0,3954871.0,6097332.0
0744.png,4742692.0,3439065.0,4030739.0,4127294.0,4383538.0,4651798.0,4896442.0,4364158.0,3037886.0,3456770.0,3011181.0,4620284.0,5542429.0
0745.png,4179661.0,3426061.0,3677362.0,3727726.0,3861270.0,4010462.0,4162799.0,3745122.0,3085792.0,3626467.0,3330148.0,3730989.0,4552312.0
0746.png,4251505.0,2928014.0,3535897.0,3627737.0,3876868.0,4103841.0,4294125.0,3858606.0,2739115.0,3281803.0,2857189.0,3969052.0,4589499.0
0747.png,4266755.0,3378756.0,3677270.0,3736879.0,3911009.0,4114218.0,4324115.0,4079477.0,3220895.0,3558784.0,3213759.0,4206179.0,4687556.0
0748.png,6008210.0,4910398.0,5371997.0,5452688.0,5654248.0,5862280.0,6082159.0,5499973.0,4523799.0,4913290.0,4300332.0,5200323.0,6096914.0
0749.png,3958457.0,3054006.0,3315272.0,3373953.0,3545182.0,3714637.0,3884692.0,3523798.0,2922384.0,3260585.0,2994310.0,4058139.0,4381214.0
0750.png,4140480.0,2530748.0,3228127.0,3314640.0,3547668.0,3780106.0,4009244.0,3524772.0,2131012.0,1982242.0,1583442.0,3676977.0,4394259.0
0751.png,4237804.0,3130543.0,3557567.0,3617880.0,3781099.0,3954796.0,4143558.0,3772048.0,2642543.0,2852861.0,2559350.0,4062609.0,4972518.0
0752.png,3520570.0,2762939.0,2980292.0,3026334.0,3161367.0,3333250.0,3554230.0,3276829.0,2700576.0,2843023.0,2520191.0,3651190.0,4100942.0
0753.png,5386169.0,4054899.0,4658775.0,4756685.0,5015587.0,5275163.0,5510304.0,4961908.0,3556729.0,4339085.0,3657771.0,4393677.0,5327915.0
0754.png,4219386.0,3374565.0,3647985.0,3699694.0,3848224.0,4015287.0,4193184.0,3877408.0,3236871.0,3375273.0,3225609.0,4467768.0,4924568.0
0755.png,4206398.0,3353270.0,3718153.0,3794918.0,3998123.0,4197180.0,4399194.0,3945620.0,3146236.0,3236518.0,2884212.0,4245784.0,4861922.0
0756.png,5069867.0,3832280.0,4290476.0,4368713.0,4582431.0,4803884.0,5015250.0,4434422.0,3335575.0,3861647.0,3250935.0,4756407.0,5530375.0
0757.png,4806163.0,4170961.0,4371776.0,4426290.0,4581679.0,4750148.0,4918416.0,4376959.0,3795777.0,4247797.0,3912864.0,4609994.0,5196479.0
0758.png,5040601.0,4197131.0,4470524.0,4538331.0,4727637.0,4953642.0,5198634.0,4654991.0,3854347.0,4344152.0,3973290.0,5002427.0,5855668.0
0759.png,4714446.0,4058381.0,4325472.0,4383444.0,4550111.0,4729162.0,4902445.0,4381685.0,3661051.0,4079528.0,3591939.0,4514137.0,5431684.0
0760.png,5156565.0,4284220.0,4697550.0,4771972.0,4983348.0,5210848.0,5414112.0,4796608.0,3912998.0,4185383.0,3670093.0,4940076.0,5797363.0
0761.png,5010734.0,4168087.0,4474067.0,4541159.0,4721394.0,4905613.0,5082707.0,4548048.0,3741312.0,4108394.0,3614113.0,4536094.0,5333709.0
0762.png,3664826.0,2602613.0,3066279.0,3143579.0,3324194.0,3485339.0,3668924.0,3375459.0,2520903.0,2296050.0,1963041.0,4134701.0,4602732.0
0763.png,3565247.0,2067237.0,2776966.0,2864882.0,3073747.0,3289339.0,3511539.0,3066909.0,1776797.0,1304945.0,1096810.0,3078893.0,3380465.0
0764.png,2095748.0,1675163.0,2106375.0,2160242.0,2322859.0,2491139.0,2637623.0,2347577.0,1649338.0,1193471.0,979279.0,3019991.0,3185847.0
0765.png,4430779.0,3521813.0,3902268.0,3971188.0,4144994.0,4307167.0,4459099.0,3979844.0,3230132.0,3384826.0,2981575.0,4086002.0,5058868.0
0766.png,6439515.0,6051191.0,6146401.0,6184678.0,6292625.0,6424638.0,6553995.0,5843030.0,5555854.0,6446179.0,6253649.0,6324149.0,7235322.0
0767.png,3930793.0,3149168.0,3607266.0,3686745.0,3906649.0,4121349.0,4340538.0,3936476.0,2848525.0,2726162.0,2267953.0,4255498.0,4797384.0
0768.png,2935350.0,2011164.0,2549515.0,2620689.0,2778202.0,2882417.0,2998857.0,2748470.0,1805765.0,1481566.0,1195692.0,3020738.0,3445028.0
0769.png,3802170.0,5739555.0,5877666.0,5915926.0,6011314.0,6113999.0,6222226.0,5491749.0,4814361.0,3800477.0,3715775.0,6176767.0,7187757.0
0770.png,5486870.0,4810569.0,5041747.0,5100024.0,5260321.0,5435568.0,5611937.0,4993180.0,4452863.0,5062336.0,4779838.0,5335527.0,6208240.0
0771.png,4626108.0,3820421.0,4087086.0,4139711.0,4281106.0,4424624.0,4590160.0,4183498.0,3510670.0,4011534.0,3786527.0,4393592.0,4952520.0
0772.png,5886893.0,5166103.0,5419833.0,5473563.0,5611137.0,5748593.0,5876672.0,5227645.0,4589334.0,5115794.0,4741609.0,5579058.0,6554939.0
0773.png,4101496.0,3746842.0,4083528.0,4150313.0,4343022.0,4546036.0,4752456.0,4247505.0,3522533.0,3687071.0,3399135.0,4600757.0,5256132.0
0774.png,4509052.0,3747304.0,4019729.0,4078557.0,4248109.0,4427581.0,4610511.0,4256252.0,3557471.0,4179382.0,3957347.0,4513112.0,5068498.0
0775.png,4713339.0,4106754.0,4351999.0,4397759.0,4516411.0,4623039.0,4725032.0,4097504.0,3715479.0,4080149.0,3706622.0,4786017.0,5595038.0
0776.png,5794713.0,4879246.0,5346318.0,5433448.0,5653427.0,5864548.0,6065088.0,5469490.0,4569852.0,4621506.0,4089420.0,5175392.0,5916662.0
0777.png,3770399.0,2951911.0,3739456.0,3832092.0,4040010.0,4233340.0,4388080.0,3932969.0,2763076.0,3081354.0,2710419.0,3769424.0,4262411.0
0778.png,4955891.0,4223904.0,4481984.0,4538524.0,4687252.0,4855017.0,5055403.0,4625817.0,4057605.0,4440133.0,4196021.0,5051659.0,5724083.0
0779.png,3220994.0,2577283.0,2997008.0,3051795.0,3209173.0,3376085.0,3540860.0,3140532.0,2359540.0,2093186.0,1835223.0,3658933.0,4113636.0
0780.png,4112039.0,3411752.0,3703205.0,3761447.0,3928702.0,4106707.0,4300927.0,3907103.0,3142706.0,3211024.0,2893148.0,4217935.0,4825330.0
0781.png,4411777.0,2837198.0,3544921.0,3637897.0,3858133.0,4037394.0,4207470.0,3937576.0,2012275.0,3063736.0,2041447.0,3762670.0,4735761.0
0782.png,4576737.0,3533267.0,4110090.0,4189861.0,4418342.0,4715223.0,5027538.0,4667181.0,3322081.0,3452988.0,3081077.0,5051187.0,5448880.0
0783.png,3976650.0,2927944.0,3471970.0,3554490.0,3767640.0,3960673.0,4139048.0,3674662.0,2556080.0,2593579.0,2226307.0,3864412.0,4615362.0
0784.png,4416920.0,2935927.0,3452660.0,3538346.0,3769468.0,4004599.0,4210547.0,3704855.0,2598581.0,2832220.0,2424713.0,3778611.0,4558203.0
0785.png,4562629.0,3842850.0,4119969.0,4165322.0,4287460.0,4408645.0,4538681.0,4043628.0,3533915.0,3808263.0,3570489.0,4206293.0,4668534.0
0786.png,5143218.0,4455768.0,4782689.0,4842232.0,4999800.0,5172501.0,5337321.0,4787731.0,4088832.0,4179620.0,3809033.0,5299617.0,6001382.0
0787.png,5723823.0,4871456.0,5076249.0,5130194.0,5287341.0,5490270.0,5703945.0,5193183.0,4514986.0,5198815.0,4921265.0,5203209.0,6251057.0
0788.png,4668667.0,3735534.0,4101194.0,4169914.0,4349297.0,4534225.0,4697257.0,4132496.0,3404226.0,3470458.0,2955356.0,4297212.0,5043762.0
0789.png,4682594.0,3272603.0,3774674.0,3860895.0,4083533.0,4291340.0,4479641.0,4042540.0,2712907.0,3359193.0,2767981.0,3361721.0,4378279.0
0790.png,3967786.0,2845804.0,3337321.0,3418084.0,3623601.0,3808532.0,3994066.0,3665192.0,2597218.0,2751500.0,2342350.0,3841229.0,4367936.0
0791.png,3780410.0,2878758.0,3252509.0,3306411.0,3459253.0,3624910.0,3808297.0,3360891.0,2646145.0,2405365.0,2134081.0,4114380.0,4684737.0
0792.png,3881475.0,2862194.0,3589470.0,3696594.0,3967135.0,4214650.0,4430760.0,3826817.0,2494699.0,2560845.0,2106676.0,4086578.0,4972650.0
0793.png,3629485.0,2955654.0,3352589.0,3414939.0,3602580.0,3805911.0,4022313.0,3521227.0,2621848.0,2483674.0,2181031.0,3778295.0,4340457.0
0794.png,4236744.0,2923078.0,3402659.0,3476565.0,3660337.0,3853503.0,4062008.0,3648574.0,2659168.0,2979821.0,2596414.0,3385808.0,4068031.0
0795.png,3349728.0,2932934.0,3131098.0,3177271.0,3323008.0,3488512.0,3677224.0,3369113.0,2854385.0,3039686.0,2825590.0,3803504.0,4075418.0
0796.png,4183234.0,2849915.0,3472325.0,3566858.0,3815120.0,4053686.0,4273594.0,3754540.0,2475591.0,2751096.0,2344304.0,3805979.0,4639370.0
0797.png,6424738.0,5358681.0,5565465.0,5640002.0,5830562.0,6047816.0,6224268.0,5359275.0,4745479.0,6111916.0,5720831.0,5228177.0,6351810.0
0798.png,4866198.0,3809038.0,4231105.0,4304210.0,4494748.0,4689451.0,4886836.0,4390556.0,3375200.0,3604403.0,3087664.0,4551406.0,5441335.0
0799.png,2423499.0,1473827.0,2040647.0,2090929.0,2229269.0,2355057.0,2479329.0,2256761.0,1279036.0,700110.0,570501.0,2828429.0,2960477.0
0800.png,2062226.0,3087345.0,3414784.0,3459909.0,3593874.0,3716310.0,3830196.0,3662868.0,2913726.0,1953461.0,1855099.0,4423095.0,4903086.0
