Image Name,PNG Size,CRDR Beta 0.0,CRDR Beta 0.64,CRDR Beta 1.28,CRDR Beta 2.56,CRDR Beta 3.84,CRDR Beta 5.12,HiFiC-Med,Hyperprior,JPEG Quality 70,JPEG Quality 50,MRIC Beta 0.0,MRIC Beta 2.56
0481.png,3843963.0,3241880.0,3559771.0,3613659.0,3761051.0,3924329.0,4093780.0,3621470.0,2894006.0,3018503.0,2781830.0,4072725.0,4860565.0
0482.png,5783219.0,4686248.0,5032863.0,5107965.0,5324945.0,5592621.0,5845986.0,5239557.0,4162116.0,4791781.0,4323269.0,4788104.0,5958423.0
0483.png,3438185.0,2511700.0,2978848.0,3064473.0,3303533.0,3549023.0,3790950.0,3297750.0,2329274.0,2305737.0,1948200.0,3719960.0,4147908.0
0484.png,3863410.0,2940830.0,3390788.0,3456506.0,3632712.0,3791397.0,3965109.0,3558654.0,2572117.0,3099015.0,2700873.0,3754926.0,4556222.0
0485.png,5264156.0,4514468.0,4815209.0,4878099.0,5047537.0,5245158.0,5434303.0,4851687.0,4160388.0,4429916.0,4024875.0,5180475.0,6112933.0
0486.png,4670859.0,3770092.0,4288917.0,4374956.0,4590619.0,4794070.0,4992810.0,4485332.0,3345913.0,3664730.0,3165836.0,4243988.0,4941936.0
0487.png,5698850.0,4996189.0,5234192.0,5286920.0,5432253.0,5604402.0,5781372.0,5130511.0,4600299.0,5006743.0,4663732.0,5622875.0,6483803.0
0488.png,3176370.0,1819318.0,2699419.0,2780340.0,2955435.0,3144636.0,3382990.0,3209812.0,1415215.0,1396963.0,921766.0,2992685.0,3573426.0
0489.png,4963776.0,3920807.0,4400845.0,4481736.0,4696592.0,4903852.0,5088805.0,4620773.0,3691837.0,4100799.0,3683986.0,4417474.0,5016957.0
0490.png,4136721.0,3134118.0,3637135.0,3722827.0,3953827.0,4200948.0,4430027.0,3895146.0,2918774.0,3334905.0,2954776.0,4155384.0,4860902.0
0491.png,5813978.0,5480754.0,5609818.0,5645707.0,5734549.0,5817090.0,5894949.0,5079764.0,4756724.0,5528642.0,5307334.0,5709470.0,6669322.0
0492.png,5222124.0,4474180.0,4700636.0,4759385.0,4922866.0,5114817.0,5315228.0,4741822.0,4031153.0,4441996.0,3973546.0,4882443.0,6019688.0
0493.png,3811479.0,3410916.0,3813742.0,3853925.0,3978216.0,4113471.0,4272749.0,4023715.0,3229622.0,3065405.0,2900653.0,4974677.0,5206457.0
0494.png,3416120.0,2196265.0,2820158.0,2913398.0,3127663.0,3328537.0,3536144.0,3087338.0,1972669.0,1865567.0,1414947.0,3247995.0,3668216.0
0495.png,3990929.0,3028905.0,3466903.0,3533012.0,3692783.0,3850104.0,4040805.0,3627213.0,2827943.0,2589645.0,2167143.0,4044169.0,4561851.0
0496.png,3660438.0,2968230.0,3332884.0,3397860.0,3586664.0,3770955.0,3977735.0,3501417.0,2665894.0,2644197.0,2297548.0,3993416.0,4690358.0
0497.png,4065420.0,3281135.0,3664242.0,3731255.0,3938439.0,4153793.0,4317880.0,3797221.0,2742290.0,3206268.0,2798945.0,3859948.0,5022811.0
0498.png,2685885.0,2126912.0,2577043.0,2641832.0,2829034.0,3007329.0,3157784.0,2713472.0,1894609.0,1478159.0,1272885.0,3320940.0,3812325.0
0499.png,4613335.0,3630376.0,3989183.0,4051583.0,4210808.0,4387772.0,4565906.0,4192154.0,3311045.0,3671580.0,3270430.0,4321538.0,5050692.0
0500.png,7936549.0,5965673.0,6783604.0,6926944.0,7305701.0,7687152.0,8007159.0,6947432.0,4546147.0,6086810.0,4995118.0,6078332.0,7792884.0
0501.png,5073837.0,4605147.0,4779884.0,4826487.0,4959677.0,5117672.0,5302889.0,4841119.0,4330685.0,4793158.0,4575386.0,5485796.0,6124094.0
0502.png,2999819.0,2364158.0,2655888.0,2692298.0,2832959.0,2975694.0,3117152.0,2621206.0,2183868.0,1699567.0,1555310.0,3561332.0,3768263.0
0503.png,4455219.0,3560269.0,3938725.0,4010833.0,4209005.0,4424531.0,4648482.0,4185117.0,3337474.0,3473787.0,3078284.0,4585802.0,5198477.0
0504.png,4711844.0,3893839.0,4181697.0,4239414.0,4404843.0,4590752.0,4784854.0,4334977.0,3640579.0,4021277.0,3701550.0,4716535.0,5451663.0
0505.png,5457204.0,4725267.0,4921917.0,4973041.0,5114098.0,5262069.0,5381707.0,4729645.0,4148135.0,5093265.0,4775414.0,4966147.0,5868278.0
0506.png,4561032.0,3891665.0,4206371.0,4267329.0,4456686.0,4677645.0,4870864.0,4323599.0,3566300.0,3380504.0,2945489.0,4513245.0,5248039.0
0507.png,1819087.0,1976984.0,2339649.0,2392141.0,2525866.0,2608536.0,2694912.0,2442978.0,1818764.0,1639695.0,1787975.0,3101681.0,3352948.0
0508.png,4632820.0,4161473.0,4342111.0,4374577.0,4473551.0,4598237.0,4747755.0,4477474.0,4068422.0,4236413.0,4044827.0,4932222.0,5223540.0
0509.png,3220183.0,3030611.0,3321060.0,3374586.0,3545734.0,3738794.0,3958018.0,3643287.0,2876156.0,2774489.0,2506614.0,4199302.0,4600286.0
0510.png,4990199.0,4305875.0,4568822.0,4623558.0,4771236.0,4935345.0,5113792.0,4685801.0,4080935.0,4577868.0,4322719.0,5138903.0,5690537.0
0511.png,3892911.0,2727139.0,3185935.0,3262421.0,3492039.0,3748178.0,3966683.0,3526754.0,2568252.0,2895720.0,2558882.0,3627121.0,4218635.0
0512.png,4550436.0,3648403.0,4094047.0,4172443.0,4388106.0,4632557.0,4892076.0,4352512.0,3345322.0,3358508.0,2964387.0,4452247.0,5231319.0
0513.png,4021739.0,3134049.0,3890576.0,3981331.0,4211170.0,4437230.0,4632220.0,4476026.0,2375847.0,2272107.0,1874850.0,3937480.0,4672069.0
0514.png,4753421.0,4081433.0,4379042.0,4438459.0,4610487.0,4825621.0,5042939.0,4519899.0,3643699.0,3455380.0,3112288.0,4732630.0,5797438.0
0515.png,6219600.0,5757544.0,5865122.0,5903249.0,5998817.0,6106520.0,6203921.0,5592730.0,5277229.0,6072385.0,5828367.0,5724888.0,6833055.0
0516.png,5564965.0,4619528.0,4916838.0,4993226.0,5215613.0,5479906.0,5767943.0,5172341.0,4261831.0,4814587.0,4311620.0,4876273.0,5629931.0
0517.png,4441225.0,2971307.0,3740276.0,3844356.0,4091488.0,4313572.0,4538832.0,4159035.0,2640002.0,2919731.0,2355897.0,3892790.0,4478103.0
0518.png,3098589.0,2345853.0,2646781.0,2700125.0,2852055.0,3016027.0,3173559.0,2834648.0,2186550.0,2378776.0,2066158.0,2865826.0,3392837.0
0519.png,3693390.0,2889423.0,3355637.0,3431658.0,3621504.0,3789161.0,3949860.0,3546093.0,2540633.0,2368028.0,2008792.0,3686868.0,4345572.0
0520.png,3722970.0,2910215.0,3179014.0,3238689.0,3426418.0,3660419.0,3932125.0,3757829.0,2971769.0,2757606.0,2353030.0,4618576.0,4785326.0
0521.png,3597124.0,3386494.0,3758798.0,3811382.0,3944358.0,4083519.0,4233533.0,3787448.0,3077292.0,3061039.0,2723691.0,4374690.0,4847535.0
0522.png,3527067.0,2547205.0,2999624.0,3075377.0,3285060.0,3491564.0,3702297.0,3204246.0,2169182.0,2136259.0,1774656.0,3511373.0,4045566.0
0523.png,4175188.0,3852199.0,3935731.0,3966723.0,4042166.0,4120753.0,4195963.0,3695793.0,3472082.0,4075085.0,3855429.0,3877425.0,4633239.0
0524.png,3679422.0,2833325.0,3232485.0,3295681.0,3458620.0,3609954.0,3774162.0,3369057.0,2584474.0,2531304.0,2236094.0,3755032.0,4182419.0
0525.png,4028853.0,2386110.0,3146730.0,3253337.0,3507784.0,3714253.0,3902963.0,3658088.0,2068214.0,2580235.0,1957524.0,3603388.0,4434460.0
0526.png,6366902.0,5923315.0,6062540.0,6105354.0,6224574.0,6360926.0,6481523.0,5627382.0,5181681.0,6042819.0,5509712.0,5924653.0,7004295.0
0527.png,3186439.0,2557979.0,2785641.0,2827924.0,2940039.0,3064946.0,3189895.0,2840960.0,2294984.0,2441360.0,2141966.0,3593003.0,4376329.0
0528.png,4742799.0,4067356.0,4318820.0,4370206.0,4511368.0,4649565.0,4785355.0,4476403.0,3834881.0,4543477.0,4352899.0,4359798.0,4759698.0
0529.png,6641203.0,6255566.0,6347422.0,6383009.0,6472207.0,6568571.0,6649587.0,5970309.0,5750585.0,6627620.0,6481800.0,6504010.0,7378213.0
0530.png,3590419.0,2697649.0,3167394.0,3231884.0,3398856.0,3573466.0,3741966.0,3342590.0,2423323.0,2274713.0,1863728.0,3695484.0,4139697.0
0531.png,5606862.0,4719153.0,4966993.0,5024355.0,5178064.0,5349497.0,5537400.0,5065150.0,4429776.0,5209107.0,4984720.0,4781299.0,5355767.0
0532.png,3145182.0,2263985.0,2867812.0,2950034.0,3167625.0,3372186.0,3566971.0,3154346.0,2072841.0,1832925.0,1535433.0,3444055.0,3914370.0
0533.png,2531214.0,2395027.0,2858423.0,2912768.0,3063942.0,3214479.0,3372254.0,3006001.0,2139490.0,1687950.0,1443377.0,3888252.0,4358903.0
0534.png,3654370.0,3151993.0,3484725.0,3543706.0,3706655.0,3880261.0,4038257.0,3585350.0,2798918.0,3065642.0,2668587.0,3524772.0,4318102.0
0535.png,4411634.0,3724391.0,4004408.0,4060613.0,4213971.0,4378276.0,4545696.0,4054810.0,3428264.0,3660257.0,3352776.0,4947157.0,5654710.0
0536.png,4568028.0,4037781.0,4385006.0,4449080.0,4618459.0,4778305.0,4941670.0,4445380.0,3776421.0,3969784.0,3703416.0,5177063.0,5720208.0
0537.png,5465095.0,4681336.0,4946113.0,5006485.0,5173926.0,5363284.0,5539886.0,4902912.0,4241169.0,4846442.0,4428971.0,5242504.0,6171500.0
0538.png,2841119.0,1830818.0,2380514.0,2449152.0,2641825.0,2820991.0,2985062.0,2722213.0,1702177.0,1077200.0,874241.0,3119437.0,3438205.0
0539.png,4038136.0,3153242.0,3446136.0,3506517.0,3688038.0,3881531.0,4085269.0,3708006.0,2998158.0,3009949.0,2808015.0,4112046.0,4583194.0
0540.png,4366017.0,3773127.0,4019818.0,4073430.0,4229660.0,4392563.0,4570865.0,4202231.0,3586740.0,4073478.0,3878344.0,4531009.0,5073470.0
0541.png,4592816.0,3927951.0,4205238.0,4252728.0,4382642.0,4526473.0,4673857.0,4293783.0,3619113.0,3906313.0,3662195.0,4663290.0,5221991.0
0542.png,5309187.0,4719140.0,4857818.0,4895184.0,5004330.0,5138386.0,5239104.0,4738907.0,4313652.0,4947810.0,4636938.0,4719802.0,5711419.0
0543.png,3089362.0,2790388.0,3068339.0,3116848.0,3260103.0,3389373.0,3536710.0,3200840.0,2658430.0,2716699.0,2482772.0,3919734.0,4133260.0
0544.png,3301719.0,2259724.0,2858200.0,2942112.0,3154444.0,3329781.0,3481929.0,3163107.0,2030801.0,1981492.0,1593560.0,3353402.0,3906427.0
0545.png,9052404.0,8283715.0,8475214.0,8534066.0,8676447.0,8834664.0,8989192.0,8172264.0,7512381.0,8446759.0,7683119.0,7623841.0,9220522.0
0546.png,4209109.0,3291159.0,4100082.0,4213365.0,4522691.0,4839214.0,5090148.0,4514191.0,3021401.0,3213411.0,2736585.0,4122649.0,4972787.0
0547.png,3818920.0,3247513.0,3498245.0,3549610.0,3692277.0,3836584.0,3978625.0,3543551.0,2960948.0,2927373.0,2588720.0,3922056.0,4448824.0
0548.png,3166923.0,2679801.0,2999344.0,3046903.0,3207254.0,3362857.0,3513107.0,3040021.0,2406190.0,2392863.0,2104657.0,3665822.0,4035179.0
0549.png,5906845.0,5298093.0,5463262.0,5510062.0,5641771.0,5795212.0,5932863.0,5363218.0,4771472.0,5573290.0,5132387.0,5515413.0,6726565.0
0550.png,4155914.0,3134661.0,3503575.0,3568572.0,3765472.0,3991920.0,4180215.0,3746130.0,2942123.0,3198042.0,2947657.0,3621732.0,4183100.0
0551.png,3675805.0,2634313.0,3079779.0,3143448.0,3318719.0,3495097.0,3690499.0,3390270.0,2206506.0,2116809.0,1850615.0,3825674.0,4472778.0
0552.png,2859426.0,1714135.0,2299188.0,2353551.0,2517964.0,2684473.0,2857242.0,2549804.0,1268568.0,908307.0,811499.0,3007078.0,3273119.0
0553.png,5213218.0,4580645.0,4783184.0,4838539.0,4985466.0,5155006.0,5320352.0,4671999.0,4022922.0,4706473.0,4387098.0,4889296.0,5978760.0
0554.png,4583798.0,3637865.0,3961778.0,4020753.0,4195081.0,4407647.0,4624771.0,4168523.0,3324767.0,3697274.0,3381372.0,4534160.0,5330764.0
0555.png,5185111.0,4405767.0,4722199.0,4785726.0,4952345.0,5121283.0,5287694.0,4763284.0,4080601.0,4546596.0,4127607.0,5085695.0,5981176.0
0556.png,4211203.0,3603122.0,3943026.0,3998467.0,4144842.0,4288738.0,4435850.0,4044583.0,3240050.0,3342931.0,2953200.0,4319174.0,4978293.0
0557.png,3128568.0,2582863.0,2902303.0,2950586.0,3098068.0,3262493.0,3411579.0,2978099.0,2231147.0,2466896.0,2217524.0,3314118.0,4007283.0
0558.png,4143972.0,3205090.0,3663466.0,3743723.0,3957543.0,4169618.0,4387487.0,3996941.0,2980664.0,3271430.0,2961095.0,4316832.0,4906533.0
0559.png,5963788.0,4907733.0,5277096.0,5349698.0,5542763.0,5747461.0,5941937.0,5326426.0,4484900.0,5383735.0,5046429.0,4789437.0,5794661.0
0560.png,2150341.0,1783580.0,2255392.0,2303772.0,2440678.0,2568679.0,2684976.0,2363169.0,1590867.0,1325496.0,1072492.0,2688030.0,3038287.0
0561.png,4874948.0,4365610.0,4540293.0,4582617.0,4693501.0,4819549.0,4985881.0,4586952.0,4213330.0,4588332.0,4367105.0,5010892.0,5412156.0
0562.png,5412560.0,3871423.0,4715898.0,4807236.0,5028179.0,5229174.0,5407531.0,4884840.0,3498749.0,3824826.0,3167249.0,5551963.0,6038096.0
0563.png,4401334.0,3925759.0,4195697.0,4255189.0,4414093.0,4571583.0,4743019.0,4439391.0,3803646.0,4223112.0,3937574.0,4908147.0,5384585.0
0564.png,3910053.0,2801157.0,3399084.0,3499205.0,3774693.0,4057450.0,4323705.0,3709601.0,2543445.0,2425729.0,1979104.0,4103493.0,4636614.0
0565.png,2689463.0,1918761.0,2315303.0,2351946.0,2467504.0,2600603.0,2745381.0,2554605.0,1866536.0,1148100.0,1025490.0,3555429.0,3669303.0
0566.png,5311766.0,4590254.0,4825843.0,4882331.0,5023498.0,5184810.0,5342557.0,4746594.0,4013906.0,4379275.0,3836791.0,4983843.0,6191949.0
0567.png,4516038.0,3001915.0,3712555.0,3816654.0,4135544.0,4479926.0,4756923.0,4183675.0,2738142.0,3228277.0,2754026.0,4147109.0,5069696.0
0568.png,5633658.0,4177516.0,4785922.0,4881009.0,5159569.0,5482077.0,5793443.0,5078612.0,3723611.0,3889712.0,3396694.0,5519107.0,6547004.0
0569.png,4054835.0,3511875.0,3902433.0,3949176.0,4069250.0,4195311.0,4317675.0,3956294.0,3328053.0,3330150.0,3154524.0,4578462.0,5119329.0
0570.png,3405458.0,2503878.0,2841825.0,2901973.0,3084169.0,3262482.0,3475017.0,3209551.0,2290162.0,1950017.0,1660078.0,3810116.0,4164225.0
0571.png,4465839.0,3755467.0,4033197.0,4085313.0,4232704.0,4406894.0,4590957.0,4255051.0,3618499.0,4159833.0,3968094.0,4457035.0,4979543.0
0572.png,5253732.0,4079606.0,4354332.0,4414822.0,4570016.0,4730888.0,4907292.0,4546478.0,3790761.0,4381113.0,4055587.0,4786747.0,5446372.0
0573.png,4125283.0,2947699.0,3467581.0,3545738.0,3755039.0,3960194.0,4147816.0,3823550.0,2661148.0,2913435.0,2463984.0,3939063.0,4607422.0
0574.png,5493414.0,4195791.0,4859621.0,4947970.0,5140467.0,5312591.0,5475486.0,4823332.0,3716038.0,4150501.0,3617247.0,5238553.0,6209292.0
0575.png,5595951.0,4566859.0,4902502.0,4974950.0,5168746.0,5375787.0,5549367.0,4876154.0,3938518.0,4995276.0,4530551.0,4857310.0,5871593.0
0576.png,4262620.0,3333680.0,3691676.0,3745180.0,3895419.0,4063201.0,4241540.0,3814148.0,2974470.0,3052325.0,2597965.0,4005836.0,5009856.0
0577.png,5415038.0,4546996.0,4879680.0,4954843.0,5160320.0,5384735.0,5585149.0,4853465.0,3872379.0,4791018.0,4287435.0,4825678.0,6198038.0
0578.png,2149545.0,1958583.0,2290520.0,2335406.0,2463303.0,2584248.0,2704183.0,2391081.0,1696974.0,1401126.0,1240616.0,2787095.0,3048610.0
0579.png,5369121.0,5019704.0,5131714.0,5168096.0,5260388.0,5361111.0,5466170.0,4818044.0,4494775.0,5143544.0,4894795.0,5173688.0,6095361.0
0580.png,3457573.0,2974609.0,3268341.0,3317621.0,3461717.0,3620410.0,3793987.0,3400204.0,2539449.0,2664174.0,2405996.0,3778466.0,4609252.0
0581.png,2466133.0,2087661.0,2414683.0,2469719.0,2624518.0,2782021.0,2956328.0,2593289.0,1902206.0,1938368.0,1682033.0,2983400.0,3470085.0
0582.png,5064192.0,4730891.0,4971849.0,5026970.0,5182564.0,5381218.0,5582721.0,5037363.0,4431158.0,4582957.0,4238047.0,5238926.0,6216399.0
0583.png,3377242.0,2871282.0,3132133.0,3184988.0,3329634.0,3482459.0,3671487.0,3424245.0,2748353.0,2622108.0,2313218.0,3715141.0,4106640.0
0584.png,4880660.0,4029015.0,4350539.0,4421052.0,4617215.0,4830472.0,5042237.0,4531002.0,3602601.0,4150058.0,3676970.0,4554249.0,5590291.0
0585.png,4900894.0,4157039.0,4388677.0,4439179.0,4581500.0,4753563.0,4944162.0,4527834.0,3976969.0,4366206.0,4157374.0,4395820.0,5005310.0
0586.png,4284526.0,3484635.0,3851876.0,3910718.0,4087792.0,4310791.0,4529456.0,4053879.0,3274852.0,3159181.0,2898544.0,4274454.0,4870193.0
0587.png,2964486.0,2614919.0,2825691.0,2858962.0,2964230.0,3081170.0,3216473.0,2999330.0,2459014.0,2292782.0,2013629.0,3477817.0,3782595.0
0588.png,6692814.0,6355329.0,6432346.0,6467273.0,6541922.0,6611528.0,6676706.0,5920847.0,5727928.0,6422467.0,6114070.0,6259287.0,7404430.0
0589.png,4652624.0,4190901.0,4429359.0,4482444.0,4617388.0,4760503.0,4899605.0,4330348.0,3735384.0,4075681.0,3648822.0,4572499.0,5778160.0
0590.png,3180634.0,2323089.0,2766474.0,2828595.0,3003933.0,3179406.0,3363493.0,3049263.0,2094041.0,1802201.0,1562181.0,3522705.0,3861069.0
0591.png,4772877.0,4156024.0,4344535.0,4391985.0,4514176.0,4637040.0,4752299.0,4264391.0,3681309.0,4215939.0,3835796.0,4151254.0,5008344.0
0592.png,5177907.0,4489976.0,4703688.0,4756374.0,4913895.0,5098573.0,5275090.0,4774521.0,4184235.0,4482815.0,4146917.0,5154477.0,5835657.0
0593.png,4544911.0,3287943.0,3677459.0,3751749.0,3946148.0,4154970.0,4391919.0,3951634.0,3112123.0,3090118.0,2872310.0,4497869.0,5123601.0
0594.png,5129174.0,4400755.0,4671660.0,4733050.0,4904007.0,5094079.0,5260939.0,4609945.0,3909457.0,4259363.0,3671823.0,4677631.0,5835916.0
0595.png,4466929.0,3552405.0,3934301.0,4004726.0,4198341.0,4409110.0,4599020.0,4123655.0,3144177.0,3389129.0,2869009.0,4126633.0,5014564.0
0596.png,4299937.0,3657361.0,3891963.0,3946303.0,4108707.0,4286689.0,4468035.0,4073855.0,3415709.0,3648248.0,3361433.0,4425952.0,4873633.0
0597.png,3858442.0,2682839.0,3172750.0,3243394.0,3416350.0,3573629.0,3727455.0,3267439.0,2434938.0,2547112.0,2135475.0,3695963.0,4303300.0
0598.png,3610065.0,2420899.0,3019287.0,3088335.0,3280754.0,3483632.0,3665640.0,3305061.0,2216928.0,2183921.0,1726661.0,3589658.0,4022780.0
0599.png,3319364.0,2170330.0,2697465.0,2770253.0,2958246.0,3130249.0,3331886.0,2994740.0,1783869.0,1566706.0,1281222.0,3239850.0,3701125.0
0600.png,4918732.0,3393803.0,3998077.0,4080745.0,4310533.0,4551153.0,4810368.0,4328450.0,2972062.0,2787965.0,2450050.0,4196275.0,4721485.0
0601.png,4723584.0,3990729.0,4191629.0,4239350.0,4379977.0,4539099.0,4705701.0,4370033.0,3864033.0,4278798.0,4089953.0,4721313.0,5151913.0
0602.png,4821184.0,3867338.0,4259620.0,4322619.0,4478437.0,4624675.0,4761017.0,4196670.0,3451155.0,3901261.0,3446378.0,4814838.0,5574820.0
0603.png,4479764.0,3708225.0,4110019.0,4180216.0,4376417.0,4583169.0,4767433.0,4353213.0,3466331.0,3989628.0,3633536.0,4555553.0,5283974.0
0604.png,6790968.0,6563252.0,6601198.0,6621952.0,6667473.0,6709225.0,6750610.0,6167761.0,6254149.0,6844404.0,6773517.0,6880490.0,7599955.0
0605.png,3206476.0,3270242.0,3676049.0,3746542.0,3933023.0,4092984.0,4251123.0,3826336.0,3039667.0,3172019.0,2755600.0,4192909.0,4781848.0
0606.png,5855111.0,5232639.0,5427034.0,5475161.0,5606271.0,5748307.0,5885156.0,5297228.0,4751934.0,5412094.0,4983255.0,5563094.0,6665112.0
0607.png,4965443.0,4471377.0,4674849.0,4722045.0,4865108.0,5027854.0,5195399.0,4841752.0,4290581.0,4758325.0,4519541.0,5220353.0,5831175.0
0608.png,4067119.0,2992636.0,3512282.0,3592346.0,3829648.0,4096851.0,4371013.0,3923657.0,2832313.0,3211314.0,2766451.0,4108997.0,4795770.0
0609.png,4332429.0,3374662.0,3767557.0,3835382.0,4021251.0,4208225.0,4410309.0,3946628.0,3038572.0,3161591.0,2617205.0,4275662.0,5187501.0
0610.png,3196651.0,2341499.0,2711645.0,2782380.0,2965627.0,3116657.0,3277975.0,2906540.0,2182324.0,2187868.0,1783739.0,3485343.0,3668302.0
0611.png,4380793.0,3637858.0,3930095.0,3979206.0,4121474.0,4272320.0,4421518.0,3910907.0,3182030.0,3440975.0,3194721.0,4478465.0,5291624.0
0612.png,4026805.0,3322479.0,3600032.0,3656440.0,3829516.0,4029108.0,4227977.0,3855243.0,3101140.0,3448178.0,3178622.0,3853152.0,4502427.0
0613.png,6070403.0,4769490.0,5255524.0,5343823.0,5575833.0,5832534.0,6073742.0,5327568.0,4149195.0,4544341.0,3988868.0,5451775.0,6790181.0
0614.png,3950936.0,3119360.0,3484462.0,3551692.0,3728895.0,3927075.0,4142466.0,3653683.0,2872866.0,2942785.0,2622300.0,4163799.0,4625710.0
0615.png,4086490.0,3381067.0,3754003.0,3821165.0,3992923.0,4153192.0,4313416.0,3889629.0,3179485.0,3341783.0,3045122.0,4170012.0,4589661.0
0616.png,4390386.0,3447875.0,3842133.0,3920751.0,4118006.0,4286503.0,4442852.0,4023792.0,3259830.0,3838537.0,3462699.0,4345114.0,4960705.0
0617.png,4967785.0,4416848.0,4706210.0,4770585.0,4949450.0,5138740.0,5324193.0,4723416.0,4009564.0,3565719.0,3214666.0,5186081.0,6105609.0
0618.png,3030650.0,2079879.0,2417241.0,2462216.0,2585077.0,2699885.0,2848558.0,2628854.0,2200153.0,1644555.0,1446619.0,3546682.0,3681112.0
0619.png,4712936.0,3839249.0,4396850.0,4484962.0,4724385.0,4972333.0,5190402.0,4684190.0,3633826.0,3994180.0,3573792.0,4414715.0,5070772.0
0620.png,4386468.0,3316036.0,3755606.0,3832447.0,4036069.0,4249106.0,4456675.0,3918359.0,2942018.0,3302076.0,2865929.0,4176288.0,4938285.0
0621.png,5167802.0,4344361.0,4607563.0,4668302.0,4837901.0,5026410.0,5218108.0,4695740.0,4018064.0,4527609.0,4158847.0,5023614.0,5808612.0
0622.png,3961301.0,2710866.0,3438814.0,3539092.0,3784889.0,4005687.0,4222687.0,3742142.0,2409788.0,2536566.0,1954538.0,3772927.0,4309046.0
0623.png,5382077.0,4609028.0,4818182.0,4870826.0,5021951.0,5200963.0,5394484.0,4897433.0,4286826.0,4918367.0,4612385.0,5078645.0,5934226.0
0624.png,4760250.0,3751751.0,4127574.0,4199901.0,4378826.0,4547678.0,4715868.0,4270761.0,3482958.0,3995328.0,3630721.0,4415150.0,5104756.0
0625.png,5190462.0,4735147.0,5053021.0,5106502.0,5250917.0,5410934.0,5585166.0,5300928.0,4639371.0,4264849.0,3998814.0,6021683.0,6526803.0
0626.png,4247186.0,3038754.0,3607188.0,3682391.0,3871385.0,4056878.0,4231644.0,3667541.0,2569242.0,2446825.0,2087727.0,3983500.0,4534063.0
0627.png,2320015.0,1991919.0,2156449.0,2187067.0,2278057.0,2387146.0,2509274.0,2230967.0,1887175.0,1770175.0,1591085.0,2874713.0,3222995.0
0628.png,7091962.0,6263256.0,6481079.0,6545627.0,6708947.0,6913120.0,7143285.0,6360886.0,5489224.0,6444060.0,5947767.0,5834987.0,7805287.0
0629.png,4197752.0,2872871.0,3483258.0,3571958.0,3810229.0,4076610.0,4323187.0,3668591.0,2524987.0,2357946.0,1946460.0,3604825.0,4235476.0
0630.png,4478274.0,3842944.0,4094165.0,4142623.0,4289117.0,4467586.0,4649598.0,4282748.0,3529042.0,3844824.0,3418311.0,4329252.0,5124349.0
0631.png,2760596.0,2289668.0,2713943.0,2775917.0,2958904.0,3145266.0,3326526.0,2976998.0,2057487.0,1720477.0,1459942.0,3585506.0,3966304.0
0632.png,4838908.0,3506539.0,4004420.0,4097410.0,4347462.0,4606121.0,4841378.0,4247767.0,2824847.0,3200702.0,2747039.0,4026439.0,5204166.0
0633.png,3308809.0,2386036.0,2701131.0,2738476.0,2870016.0,3019197.0,3178101.0,3040988.0,2418387.0,2017406.0,1840586.0,3661220.0,3826779.0
0634.png,4728781.0,4296105.0,4462628.0,4504361.0,4621234.0,4745348.0,4877753.0,4481406.0,4085946.0,4482794.0,4310471.0,4833172.0,5288461.0
0635.png,3907499.0,3162181.0,3580906.0,3652299.0,3857471.0,4082340.0,4313251.0,3872952.0,2998128.0,2963613.0,2645998.0,4299282.0,4743430.0
0636.png,4679576.0,4063044.0,4463240.0,4536616.0,4715085.0,4884551.0,5058393.0,4603588.0,3757748.0,4348491.0,3999584.0,4997978.0,5771078.0
0637.png,3593369.0,2369510.0,3091726.0,3179210.0,3369229.0,3497293.0,3623087.0,3451963.0,2051005.0,2273580.0,1702605.0,3214337.0,3643585.0
0638.png,4492229.0,3652255.0,3919880.0,3967996.0,4108021.0,4282891.0,4504890.0,4386797.0,3764278.0,3604392.0,3392828.0,5183172.0,5397793.0
0639.png,5956950.0,5426970.0,5554969.0,5595127.0,5700555.0,5811309.0,5931735.0,5316606.0,4966889.0,5652860.0,5347946.0,5848250.0,6694003.0
0640.png,5274681.0,3334993.0,3997822.0,4099928.0,4401460.0,4755579.0,5064859.0,4356598.0,2685886.0,3324762.0,2594758.0,4083614.0,5497777.0
0641.png,5038655.0,4019064.0,4417910.0,4487270.0,4689003.0,4913355.0,5135258.0,4633938.0,3725166.0,3996306.0,3653060.0,4794057.0,5677450.0
0642.png,4485456.0,3694266.0,3974725.0,4037193.0,4227023.0,4418544.0,4597357.0,4045392.0,3292626.0,3703952.0,3199479.0,4265197.0,5140812.0
0643.png,4052927.0,3585529.0,3972924.0,4039938.0,4239598.0,4464649.0,4744745.0,4505999.0,3485110.0,2688193.0,2421992.0,4768400.0,5137701.0
0644.png,4481611.0,3784117.0,4034926.0,4088715.0,4233254.0,4378383.0,4531088.0,4171020.0,3433944.0,4204956.0,3988799.0,4270303.0,4979462.0
0645.png,4632989.0,3413115.0,3889445.0,3962934.0,4156456.0,4354947.0,4532806.0,4154549.0,3280464.0,3665367.0,3304205.0,4388897.0,4830895.0
0646.png,3137362.0,2227224.0,2846344.0,2932340.0,3170344.0,3380732.0,3573970.0,3159024.0,1930722.0,1728577.0,1445712.0,3318512.0,3627232.0
0647.png,4413605.0,3608246.0,3878229.0,3936163.0,4108330.0,4297819.0,4467356.0,4114995.0,3458660.0,3772147.0,3461961.0,4635930.0,5090474.0
